distribution,fpr,tpr,threshold_keV
original,0.17047882080078125,0.96112060546875,2028.328125
original,0.17049026489257812,0.96112060546875,2028.3125
original,0.17049026489257812,0.9611256917317709,2028.265625
original,0.17055892944335938,0.9611358642578125,2028.25
original,0.17056655883789062,0.9611358642578125,2028.1875
original,0.17061614990234375,0.9611409505208334,2028.125
original,0.170623779296875,0.9611409505208334,2028.0625
original,0.17062759399414062,0.9611409505208334,2028.03125
original,0.17066192626953125,0.9611612955729166,2028.0
original,0.17066192626953125,0.9611663818359375,2027.90625
original,0.17068862915039062,0.9611765543619791,2027.875
original,0.17070770263671875,0.9611765543619791,2027.8125
original,0.17074966430664062,0.961181640625,2027.75
original,0.17075729370117188,0.961181640625,2027.6875
original,0.1707611083984375,0.961181640625,2027.65625
original,0.17079544067382812,0.9611918131510416,2027.625
original,0.17079544067382812,0.9611968994140625,2027.53125
original,0.17084503173828125,0.9612019856770834,2027.5
original,0.17084884643554688,0.9612019856770834,2027.4375
original,0.17092514038085938,0.9612172444661459,2027.375
original,0.1709442138671875,0.9612172444661459,2027.3125
original,0.17097854614257812,0.9612375895182291,2027.25
original,0.17099380493164062,0.96124267578125,2027.1875
original,0.17105484008789062,0.96124267578125,2027.125
original,0.17107391357421875,0.96124267578125,2027.0625
original,0.17107772827148438,0.96124267578125,2027.03125
original,0.17108154296875,0.96124267578125,2027.0234375
original,0.17112350463867188,0.9612528483072916,2027.0
original,0.171142578125,0.9612528483072916,2026.9375
original,0.17118072509765625,0.9612579345703125,2026.875
original,0.17118453979492188,0.9612579345703125,2026.84375
original,0.17121124267578125,0.9612579345703125,2026.75
original,0.17121505737304688,0.9612579345703125,2026.7421875
original,0.17123031616210938,0.9612630208333334,2026.6875
original,0.1712646484375,0.9612833658854166,2026.625
original,0.1712799072265625,0.9612833658854166,2026.5625
original,0.17131805419921875,0.9612884521484375,2026.5
original,0.17132568359375,0.9612935384114584,2026.4375
original,0.17136764526367188,0.9612986246744791,2026.375
original,0.17138290405273438,0.9613037109375,2026.3125
original,0.17142105102539062,0.9613087972005209,2026.25
original,0.17142486572265625,0.9613087972005209,2026.234375
original,0.1714324951171875,0.9613087972005209,2026.1875
original,0.17150115966796875,0.9613087972005209,2026.125
original,0.1715087890625,0.9613087972005209,2026.09375
original,0.17152023315429688,0.9613138834635416,2026.0625
original,0.17157363891601562,0.9613189697265625,2026.0
original,0.17157745361328125,0.9613189697265625,2025.9375
original,0.17163848876953125,0.9613291422526041,2025.875
original,0.17164230346679688,0.9613291422526041,2025.84375
original,0.17164993286132812,0.961334228515625,2025.8125
original,0.17168426513671875,0.9613393147786459,2025.75
original,0.17168807983398438,0.9613444010416666,2025.71875
original,0.17169189453125,0.9613444010416666,2025.703125
original,0.1717071533203125,0.9613494873046875,2025.6875
original,0.17177200317382812,0.9613545735677084,2025.625
original,0.17177200317382812,0.9613596598307291,2025.5625
original,0.17177581787109375,0.9613596598307291,2025.53125
original,0.17184829711914062,0.9613698323567709,2025.5
original,0.17185211181640625,0.9613698323567709,2025.4375
original,0.17185592651367188,0.9613698323567709,2025.421875
original,0.17186355590820312,0.9613698323567709,2025.40625
original,0.17189788818359375,0.9613800048828125,2025.375
original,0.171905517578125,0.9613901774088541,2025.3125
original,0.17195510864257812,0.9614003499348959,2025.25
original,0.17195892333984375,0.9614003499348959,2025.21875
original,0.17196273803710938,0.9614105224609375,2025.1875
original,0.171966552734375,0.9614105224609375,2025.140625
original,0.17198562622070312,0.9614156087239584,2025.125
original,0.1719970703125,0.9614206949869791,2025.0625
original,0.1719970703125,0.96142578125,2025.046875
original,0.17203903198242188,0.9614308675130209,2025.0
original,0.17205810546875,0.9614359537760416,2024.9375
original,0.17206192016601562,0.9614359537760416,2024.90625
original,0.17213058471679688,0.9614461263020834,2024.875
original,0.17213821411132812,0.9614461263020834,2024.8125
original,0.17214202880859375,0.9614461263020834,2024.796875
original,0.17217636108398438,0.9614512125651041,2024.75
original,0.17218399047851562,0.961456298828125,2024.6875
original,0.17222213745117188,0.9614715576171875,2024.625
original,0.1722259521484375,0.9614715576171875,2024.59375
original,0.17223739624023438,0.9614715576171875,2024.5625
original,0.17226791381835938,0.9614817301432291,2024.5
original,0.17227554321289062,0.9614817301432291,2024.4375
original,0.17227935791015625,0.9614817301432291,2024.40625
original,0.17229843139648438,0.9614969889322916,2024.375
original,0.17230224609375,0.9614969889322916,2024.3125
original,0.17230606079101562,0.9614969889322916,2024.296875
original,0.1723480224609375,0.9615020751953125,2024.25
original,0.17235183715820312,0.9615020751953125,2024.1875
original,0.17235565185546875,0.9615020751953125,2024.15625
original,0.172393798828125,0.9615020751953125,2024.125
original,0.172393798828125,0.9615071614583334,2024.09375
original,0.17240142822265625,0.9615071614583334,2024.0625
original,0.17244338989257812,0.961517333984375,2024.0
original,0.17244720458984375,0.961517333984375,2023.9453125
original,0.17246246337890625,0.9615224202473959,2023.9375
original,0.17252731323242188,0.9615529378255209,2023.875
original,0.17252731323242188,0.9615580240885416,2023.859375
original,0.1725311279296875,0.9615580240885416,2023.84375
original,0.17253494262695312,0.9615580240885416,2023.8125
original,0.17257308959960938,0.9615681966145834,2023.75
original,0.172576904296875,0.9615681966145834,2023.6875
original,0.17261886596679688,0.9615732828776041,2023.625
original,0.17261886596679688,0.961578369140625,2023.59375
original,0.1726531982421875,0.9615834554036459,2023.5
original,0.17266082763671875,0.9615834554036459,2023.4375
original,0.17266082763671875,0.9615885416666666,2023.40625
original,0.17268753051757812,0.9615885416666666,2023.375
original,0.17270660400390625,0.9615987141927084,2023.3125
original,0.17270660400390625,0.9616038004557291,2023.28125
original,0.17277908325195312,0.9616139729817709,2023.25
original,0.17278289794921875,0.9616139729817709,2023.1875
original,0.17278671264648438,0.9616139729817709,2023.171875
original,0.1728668212890625,0.9616292317708334,2023.125
original,0.17287445068359375,0.9616292317708334,2023.0625
original,0.17290115356445312,0.961639404296875,2023.0
original,0.17290496826171875,0.961639404296875,2022.9375
original,0.17293548583984375,0.9616597493489584,2022.875
original,0.17293930053710938,0.9616648356119791,2022.8125
original,0.172943115234375,0.9616648356119791,2022.78125
original,0.17300033569335938,0.9616750081380209,2022.75
original,0.17301559448242188,0.9616800944010416,2022.6875
original,0.1730194091796875,0.9616800944010416,2022.65625
original,0.17308425903320312,0.9616851806640625,2022.625
original,0.17309188842773438,0.9616902669270834,2022.5625
original,0.173095703125,0.9616902669270834,2022.515625
original,0.17315673828125,0.9617106119791666,2022.5
original,0.17318344116210938,0.9617156982421875,2022.4375
original,0.17322921752929688,0.9617156982421875,2022.375
original,0.1732330322265625,0.9617156982421875,2022.34375
original,0.173248291015625,0.9617258707682291,2022.3125
original,0.17328643798828125,0.96173095703125,2022.25
original,0.17329025268554688,0.96173095703125,2022.1875
original,0.1732940673828125,0.96173095703125,2022.1640625
original,0.17339324951171875,0.96173095703125,2022.125
original,0.17339706420898438,0.96173095703125,2022.09375
original,0.17340469360351562,0.96173095703125,2022.0625
original,0.17340850830078125,0.96173095703125,2022.03125
original,0.17345046997070312,0.9617411295572916,2022.0
original,0.17351913452148438,0.9617462158203125,2021.875
original,0.17352294921875,0.9617462158203125,2021.859375
original,0.17353057861328125,0.9617462158203125,2021.8125
original,0.17353439331054688,0.9617462158203125,2021.796875
original,0.17359542846679688,0.9617563883463541,2021.75
original,0.17360687255859375,0.9617563883463541,2021.6875
original,0.17366409301757812,0.961761474609375,2021.625
original,0.17366790771484375,0.961761474609375,2021.578125
original,0.173675537109375,0.9617665608723959,2021.5625
original,0.17367935180664062,0.9617665608723959,2021.546875
original,0.17370986938476562,0.9617818196614584,2021.5
original,0.17371368408203125,0.9617818196614584,2021.46875
original,0.1737213134765625,0.9617818196614584,2021.4375
original,0.17377853393554688,0.9617970784505209,2021.375
original,0.17378616333007812,0.9617970784505209,2021.34375
original,0.17379379272460938,0.9617970784505209,2021.3125
original,0.17385101318359375,0.9618123372395834,2021.25
original,0.17388153076171875,0.9618174235026041,2021.125
original,0.17388534545898438,0.961822509765625,2021.0625
original,0.17394638061523438,0.9618275960286459,2021.0
original,0.1739501953125,0.9618275960286459,2020.96875
original,0.17395782470703125,0.9618275960286459,2020.9375
original,0.17396163940429688,0.9618275960286459,2020.90625
original,0.17400360107421875,0.9618377685546875,2020.875
original,0.17401123046875,0.9618377685546875,2020.84375
original,0.1740264892578125,0.9618377685546875,2020.8125
original,0.17407989501953125,0.9618581136067709,2020.75
original,0.17408370971679688,0.9618581136067709,2020.71875
original,0.1741485595703125,0.9618682861328125,2020.625
original,0.17415237426757812,0.9618682861328125,2020.5625
original,0.1741943359375,0.9618733723958334,2020.5
original,0.1741943359375,0.9618784586588541,2020.46875
original,0.17420578002929688,0.9618784586588541,2020.4375
original,0.17426300048828125,0.9618886311848959,2020.375
original,0.17426300048828125,0.9618937174479166,2020.3125
original,0.17432022094726562,0.9619038899739584,2020.25
original,0.1743316650390625,0.9619089762369791,2020.1875
original,0.1743621826171875,0.9619140625,2020.125
original,0.17436981201171875,0.9619140625,2020.09375
original,0.17437744140625,0.9619140625,2020.0625
original,0.17442703247070312,0.9619140625,2020.0
original,0.17443084716796875,0.9619140625,2019.96875
original,0.17443466186523438,0.9619140625,2019.953125
original,0.17443466186523438,0.9619242350260416,2019.9375
original,0.17447662353515625,0.9619293212890625,2019.875
original,0.17448043823242188,0.9619293212890625,2019.859375
original,0.17448043823242188,0.9619344075520834,2019.8125
original,0.17452621459960938,0.9619394938151041,2019.75
original,0.17453384399414062,0.961944580078125,2019.6875
original,0.17453765869140625,0.9619496663411459,2019.65625
original,0.17456436157226562,0.9619598388671875,2019.625
original,0.17456817626953125,0.9619598388671875,2019.5625
original,0.1746063232421875,0.9619801839192709,2019.5
original,0.17461013793945312,0.9619801839192709,2019.46875
original,0.17462539672851562,0.9619801839192709,2019.4375
original,0.17469406127929688,0.9619903564453125,2019.375
original,0.1746978759765625,0.9619903564453125,2019.3125
original,0.17474365234375,0.9620208740234375,2019.25
original,0.1747589111328125,0.9620208740234375,2019.1875
original,0.17476272583007812,0.9620208740234375,2019.15625
original,0.17481613159179688,0.9620310465494791,2019.125
original,0.17483139038085938,0.9620310465494791,2019.0625
original,0.17486953735351562,0.9620361328125,2019.0
original,0.17487716674804688,0.9620412190755209,2018.9375
original,0.17491912841796875,0.9620463053385416,2018.875
original,0.1749267578125,0.9620463053385416,2018.8125
original,0.17493057250976562,0.9620463053385416,2018.796875
original,0.1749420166015625,0.9620463053385416,2018.78125
original,0.17498016357421875,0.962066650390625,2018.75
original,0.17499160766601562,0.962066650390625,2018.6875
original,0.17499923706054688,0.962066650390625,2018.65625
original,0.17505264282226562,0.962066650390625,2018.625
original,0.17507553100585938,0.962066650390625,2018.5625
original,0.1751251220703125,0.9620819091796875,2018.5
original,0.17512893676757812,0.9620819091796875,2018.46875
original,0.17512893676757812,0.9620920817057291,2018.4375
original,0.17514419555664062,0.9621073404947916,2018.375
original,0.1751556396484375,0.9621073404947916,2018.3125
original,0.17515945434570312,0.9621073404947916,2018.28125
original,0.17522048950195312,0.9621073404947916,2018.25
original,0.17522430419921875,0.9621073404947916,2018.203125
original,0.17523193359375,0.9621073404947916,2018.1875
original,0.175262451171875,0.9621124267578125,2018.125
original,0.175262451171875,0.9621175130208334,2018.078125
original,0.175262451171875,0.9621225992838541,2018.046875
original,0.17526626586914062,0.9621225992838541,2018.03125
original,0.17531585693359375,0.962127685546875,2018.0
original,0.17532730102539062,0.962127685546875,2017.9375
original,0.17532730102539062,0.9621327718098959,2017.90625
original,0.17537307739257812,0.9621327718098959,2017.875
original,0.17539215087890625,0.9621429443359375,2017.75
original,0.17540359497070312,0.9621480305989584,2017.6875
original,0.17543792724609375,0.9621531168619791,2017.625
original,0.17544937133789062,0.9621531168619791,2017.5625
original,0.17549514770507812,0.9621734619140625,2017.5
original,0.17550277709960938,0.9621785481770834,2017.46875
original,0.175506591796875,0.9621785481770834,2017.4375
original,0.17554092407226562,0.9621938069661459,2017.375
original,0.17554473876953125,0.9621938069661459,2017.3125
original,0.1755828857421875,0.9622090657552084,2017.25
original,0.17559051513671875,0.9622090657552084,2017.1875
original,0.1756134033203125,0.96221923828125,2017.125
original,0.175628662109375,0.96221923828125,2017.0625
original,0.17566680908203125,0.9622344970703125,2017.0
original,0.1756744384765625,0.9622446695963541,2016.9375
original,0.17572021484375,0.962249755859375,2016.875
original,0.17572784423828125,0.962249755859375,2016.84375
original,0.17573165893554688,0.962249755859375,2016.8125
original,0.17576980590820312,0.962249755859375,2016.75
original,0.17577362060546875,0.962249755859375,2016.703125
original,0.17577743530273438,0.962249755859375,2016.65625
original,0.17584991455078125,0.9622548421223959,2016.625
original,0.17586135864257812,0.9622599283854166,2016.5625
original,0.17586517333984375,0.9622599283854166,2016.53125
original,0.17592239379882812,0.9622650146484375,2016.5
original,0.17592620849609375,0.9622650146484375,2016.46875
original,0.17593002319335938,0.9622701009114584,2016.4375
original,0.175933837890625,0.9622701009114584,2016.40625
original,0.17602920532226562,0.9622751871744791,2016.375
original,0.17604446411132812,0.9622751871744791,2016.3125
original,0.17604446411132812,0.9622802734375,2016.28125
original,0.17609405517578125,0.9622904459635416,2016.25
original,0.17610549926757812,0.9622955322265625,2016.1875
original,0.17615890502929688,0.962310791015625,2016.125
original,0.17615890502929688,0.9623158772786459,2016.09375
original,0.17617034912109375,0.9623158772786459,2016.0625
original,0.17621231079101562,0.9623209635416666,2016.0
original,0.17621612548828125,0.9623260498046875,2015.9375
original,0.17626190185546875,0.9623463948567709,2015.875
original,0.17626953125,0.9623463948567709,2015.84375
original,0.17628097534179688,0.9623514811197916,2015.8125
original,0.1763153076171875,0.9623514811197916,2015.75
original,0.17631912231445312,0.9623514811197916,2015.71875
original,0.17633438110351562,0.9623565673828125,2015.6875
original,0.17633819580078125,0.9623565673828125,2015.65625
original,0.17636489868164062,0.9623616536458334,2015.625
original,0.17642593383789062,0.9623667399088541,2015.5
original,0.1764373779296875,0.962371826171875,2015.4375
original,0.176513671875,0.9623769124348959,2015.375
original,0.17651748657226562,0.9623819986979166,2015.34375
original,0.17655563354492188,0.9623921712239584,2015.25
original,0.17655563354492188,0.9623972574869791,2015.1875
original,0.1765594482421875,0.9623972574869791,2015.15625
original,0.17659759521484375,0.96240234375,2015.125
original,0.17661285400390625,0.96240234375,2015.0625
original,0.17661285400390625,0.9624074300130209,2015.03125
original,0.17663955688476562,0.9624277750651041,2015.0
original,0.1766510009765625,0.9624277750651041,2014.9375
original,0.17665863037109375,0.9624277750651041,2014.90625
original,0.17671966552734375,0.962432861328125,2014.875
original,0.176727294921875,0.962432861328125,2014.8125
original,0.17675018310546875,0.9624532063802084,2014.75
original,0.1767578125,0.9624532063802084,2014.6875
original,0.17681121826171875,0.9624532063802084,2014.625
original,0.17681503295898438,0.9624582926432291,2014.59375
original,0.17682266235351562,0.9624582926432291,2014.53125
original,0.17685699462890625,0.9624735514322916,2014.5
original,0.17687225341796875,0.9624735514322916,2014.4375
original,0.1769256591796875,0.9624735514322916,2014.375
original,0.17692947387695312,0.9624735514322916,2014.3125
original,0.17697906494140625,0.9624837239583334,2014.25
original,0.17698287963867188,0.9624837239583334,2014.1875
original,0.17699050903320312,0.9624888102213541,2014.15625
original,0.17704391479492188,0.9624989827473959,2014.125
original,0.1770477294921875,0.9624989827473959,2014.09375
original,0.17705535888671875,0.9625091552734375,2014.0625
original,0.1771240234375,0.9625091552734375,2014.0
original,0.17716217041015625,0.9625244140625,2013.875
original,0.17716598510742188,0.9625244140625,2013.859375
original,0.1771697998046875,0.9625244140625,2013.84375
original,0.17717361450195312,0.9625244140625,2013.8125
original,0.177215576171875,0.9625345865885416,2013.75
original,0.17721939086914062,0.9625345865885416,2013.6875
original,0.17725372314453125,0.9625345865885416,2013.625
original,0.17725372314453125,0.9625396728515625,2013.59375
original,0.17726516723632812,0.9625396728515625,2013.5625
original,0.17731475830078125,0.962554931640625,2013.5
original,0.1773223876953125,0.962554931640625,2013.4375
original,0.17732620239257812,0.962554931640625,2013.40625
original,0.177398681640625,0.962554931640625,2013.375
original,0.177398681640625,0.9625600179036459,2013.34375
original,0.17740631103515625,0.9625651041666666,2013.3125
original,0.17741012573242188,0.9625651041666666,2013.28125
original,0.177459716796875,0.9625752766927084,2013.25
original,0.1774749755859375,0.9625752766927084,2013.1875
original,0.17753219604492188,0.9625803629557291,2013.125
original,0.1775360107421875,0.9625905354817709,2013.0625
original,0.17758941650390625,0.9626007080078125,2013.0
original,0.17760848999023438,0.9626007080078125,2012.9375
original,0.17767715454101562,0.9626057942708334,2012.875
original,0.17768096923828125,0.9626057942708334,2012.84375
original,0.1776885986328125,0.9626108805338541,2012.8125
original,0.17769241333007812,0.9626108805338541,2012.796875
original,0.17774581909179688,0.9626261393229166,2012.75
original,0.1777496337890625,0.9626312255859375,2012.71875
original,0.177764892578125,0.9626312255859375,2012.6875
original,0.17780685424804688,0.962646484375,2012.625
original,0.17781448364257812,0.9626515706380209,2012.59375
original,0.17782974243164062,0.9626515706380209,2012.5625
original,0.17782974243164062,0.9626566569010416,2012.53125
original,0.17783355712890625,0.9626566569010416,2012.515625
original,0.177886962890625,0.9626719156901041,2012.5
original,0.17789077758789062,0.9626719156901041,2012.46875
original,0.1779022216796875,0.9626719156901041,2012.4375
original,0.17790603637695312,0.9626719156901041,2012.40625
original,0.17794418334960938,0.9626719156901041,2012.375
original,0.177947998046875,0.9626719156901041,2012.34375
original,0.177947998046875,0.962677001953125,2012.328125
original,0.17795562744140625,0.9626820882161459,2012.3125
original,0.178009033203125,0.9626922607421875,2012.25
original,0.1780242919921875,0.9626922607421875,2012.1875
original,0.178070068359375,0.9626973470052084,2012.125
original,0.17807388305664062,0.9626973470052084,2012.09375
original,0.17808914184570312,0.9626973470052084,2012.0625
original,0.17815017700195312,0.9626973470052084,2012.0
original,0.17815399169921875,0.9626973470052084,2011.96875
original,0.17815780639648438,0.9627024332682291,2011.9375
original,0.17821502685546875,0.9627126057942709,2011.875
original,0.17822647094726562,0.9627126057942709,2011.8125
original,0.17828750610351562,0.9627227783203125,2011.75
original,0.17829132080078125,0.9627227783203125,2011.734375
original,0.17829513549804688,0.9627227783203125,2011.6875
original,0.1782989501953125,0.9627227783203125,2011.65625
original,0.17834854125976562,0.9627278645833334,2011.625
original,0.1783599853515625,0.9627278645833334,2011.5625
original,0.17836380004882812,0.9627278645833334,2011.53125
original,0.17841339111328125,0.9627482096354166,2011.5
original,0.17842483520507812,0.9627482096354166,2011.4375
original,0.17842483520507812,0.9627532958984375,2011.40625
original,0.17847061157226562,0.9627583821614584,2011.375
original,0.17847442626953125,0.9627583821614584,2011.34375
original,0.17847824096679688,0.9627583821614584,2011.328125
original,0.1784820556640625,0.9627583821614584,2011.3125
original,0.17852020263671875,0.9627634684244791,2011.25
original,0.17852783203125,0.9627634684244791,2011.15625
original,0.1785736083984375,0.9627838134765625,2011.125
original,0.17857742309570312,0.9627838134765625,2011.09375
original,0.17858505249023438,0.9627888997395834,2011.0625
original,0.17863082885742188,0.9627939860026041,2011.0
original,0.1786346435546875,0.9627939860026041,2010.9375
original,0.17868423461914062,0.9627939860026041,2010.875
original,0.17869186401367188,0.9627939860026041,2010.84375
original,0.1786956787109375,0.9627939860026041,2010.828125
original,0.1787109375,0.9627939860026041,2010.8125
original,0.17871475219726562,0.9627939860026041,2010.78125
original,0.17875289916992188,0.962799072265625,2010.75
original,0.17875289916992188,0.9628041585286459,2010.71875
original,0.17875289916992188,0.9628143310546875,2010.6875
original,0.1787567138671875,0.9628143310546875,2010.671875
original,0.17876815795898438,0.9628194173177084,2010.625
original,0.17877197265625,0.9628194173177084,2010.59375
original,0.17879104614257812,0.9628194173177084,2010.5625
original,0.17885589599609375,0.96282958984375,2010.5
original,0.178863525390625,0.9628346761067709,2010.4375
original,0.1789093017578125,0.9628499348958334,2010.375
original,0.17891311645507812,0.9628499348958334,2010.34375
original,0.17893600463867188,0.9628499348958334,2010.3125
original,0.17899703979492188,0.9628499348958334,2010.25
original,0.17900466918945312,0.9628550211588541,2010.1875
original,0.17904281616210938,0.9628651936848959,2010.125
original,0.17905044555664062,0.9628651936848959,2010.0625
original,0.17905426025390625,0.9628651936848959,2010.046875
original,0.17910385131835938,0.9628753662109375,2010.0
original,0.179107666015625,0.9628753662109375,2009.96875
original,0.17911148071289062,0.9628753662109375,2009.9375
original,0.17914962768554688,0.9628804524739584,2009.875
original,0.1791534423828125,0.9628804524739584,2009.84375
original,0.17916488647460938,0.9628804524739584,2009.8125
original,0.179168701171875,0.9628804524739584,2009.765625
original,0.17919540405273438,0.962890625,2009.75
original,0.17919921875,0.962890625,2009.71875
original,0.17920303344726562,0.962890625,2009.6875
original,0.17920684814453125,0.962890625,2009.65625
original,0.17926025390625,0.9629109700520834,2009.625
original,0.17927169799804688,0.962921142578125,2009.5625
original,0.1792755126953125,0.962921142578125,2009.53125
original,0.17932891845703125,0.9629364013671875,2009.5
original,0.1793365478515625,0.9629364013671875,2009.4375
original,0.17934036254882812,0.9629364013671875,2009.40625
original,0.17938232421875,0.9629364013671875,2009.375
original,0.17938613891601562,0.9629364013671875,2009.34375
original,0.17938995361328125,0.9629364013671875,2009.3125
original,0.17939376831054688,0.9629364013671875,2009.28125
original,0.17943954467773438,0.9629364013671875,2009.25
original,0.17945480346679688,0.9629414876302084,2009.1875
original,0.1794891357421875,0.96295166015625,2009.125
original,0.17950057983398438,0.96295166015625,2009.0625
original,0.17950439453125,0.96295166015625,2009.03125
original,0.17957687377929688,0.9629618326822916,2009.0
original,0.17958831787109375,0.9629618326822916,2008.9375
original,0.17964553833007812,0.9629669189453125,2008.875
original,0.17964935302734375,0.9629669189453125,2008.828125
original,0.17965316772460938,0.9629669189453125,2008.8125
original,0.1797332763671875,0.9629720052083334,2008.75
original,0.17973709106445312,0.9629720052083334,2008.734375
original,0.17974472045898438,0.9629720052083334,2008.6875
original,0.17981719970703125,0.9629770914713541,2008.625
original,0.17982864379882812,0.962982177734375,2008.5625
original,0.17983245849609375,0.962982177734375,2008.53125
original,0.1798858642578125,0.9630025227864584,2008.5
original,0.17989349365234375,0.9630025227864584,2008.4375
original,0.17993927001953125,0.9630076090494791,2008.375
original,0.17994308471679688,0.9630076090494791,2008.3125
original,0.1799468994140625,0.9630076090494791,2008.296875
original,0.17998886108398438,0.9630076090494791,2008.25
original,0.17999649047851562,0.9630126953125,2008.1875
original,0.18003082275390625,0.9630177815755209,2008.125
original,0.1800384521484375,0.9630177815755209,2008.0625
original,0.18004226684570312,0.9630177815755209,2008.03125
original,0.18011474609375,0.9630177815755209,2008.0
original,0.18012237548828125,0.9630177815755209,2007.96875
original,0.18012619018554688,0.9630177815755209,2007.9375
original,0.1801300048828125,0.9630177815755209,2007.90625
original,0.18017578125,0.9630330403645834,2007.875
original,0.18019485473632812,0.9630330403645834,2007.8125
original,0.18019866943359375,0.9630381266276041,2007.78125
original,0.1802215576171875,0.9630482991536459,2007.75
original,0.18022537231445312,0.9630482991536459,2007.71875
original,0.18024063110351562,0.9630533854166666,2007.6875
original,0.18027877807617188,0.9630635579427084,2007.625
original,0.1802825927734375,0.9630635579427084,2007.5625
original,0.18028640747070312,0.9630635579427084,2007.53125
original,0.180328369140625,0.9630686442057291,2007.5
original,0.180328369140625,0.96307373046875,2007.46875
original,0.18033599853515625,0.9630839029947916,2007.4375
original,0.18033599853515625,0.9630889892578125,2007.40625
original,0.18039321899414062,0.9631093343098959,2007.375
original,0.18040847778320312,0.9631093343098959,2007.3125
original,0.180450439453125,0.9631093343098959,2007.25
original,0.18046188354492188,0.9631093343098959,2007.1875
original,0.18052291870117188,0.9631195068359375,2007.125
original,0.1805267333984375,0.9631195068359375,2007.078125
original,0.18053054809570312,0.9631195068359375,2007.0625
original,0.1805572509765625,0.9631398518880209,2007.0
original,0.18056106567382812,0.9631398518880209,2006.921875
original,0.18061065673828125,0.9631601969401041,2006.875
original,0.18062591552734375,0.9631601969401041,2006.8125
original,0.18068695068359375,0.963165283203125,2006.75
original,0.18069076538085938,0.963165283203125,2006.6875
original,0.18076705932617188,0.9631805419921875,2006.625
original,0.18078231811523438,0.9631805419921875,2006.5625
original,0.1808319091796875,0.9631907145182291,2006.5
original,0.18083953857421875,0.9631907145182291,2006.4375
original,0.18088912963867188,0.96319580078125,2006.375
original,0.18089675903320312,0.96319580078125,2006.28125
original,0.18093490600585938,0.96319580078125,2006.25
original,0.18094253540039062,0.96319580078125,2006.1875
original,0.180999755859375,0.9632059733072916,2006.125
original,0.18100738525390625,0.9632059733072916,2006.0625
original,0.18103408813476562,0.9632212320963541,2006.0
original,0.18103790283203125,0.9632212320963541,2005.96875
original,0.18104171752929688,0.9632212320963541,2005.9375
original,0.18110275268554688,0.9632466634114584,2005.875
original,0.1811065673828125,0.9632466634114584,2005.84375
original,0.18112945556640625,0.9632568359375,2005.8125
original,0.18112945556640625,0.9632670084635416,2005.78125
original,0.18117904663085938,0.9632670084635416,2005.75
original,0.18118667602539062,0.9632720947265625,2005.6875
original,0.18119049072265625,0.9632720947265625,2005.65625
original,0.1812286376953125,0.9632771809895834,2005.625
original,0.18124771118164062,0.9632771809895834,2005.5625
original,0.18125152587890625,0.9632822672526041,2005.546875
original,0.18125534057617188,0.9632822672526041,2005.53125
original,0.18132400512695312,0.963287353515625,2005.5
original,0.18133163452148438,0.963287353515625,2005.4375
original,0.18133544921875,0.963287353515625,2005.40625
original,0.18137359619140625,0.9632924397786459,2005.375
original,0.18138885498046875,0.9632924397786459,2005.3125
original,0.181427001953125,0.9632924397786459,2005.25
original,0.18143844604492188,0.9632924397786459,2005.1875
original,0.181488037109375,0.9632975260416666,2005.125
original,0.18149185180664062,0.9632975260416666,2005.078125
original,0.1815032958984375,0.9632975260416666,2005.0625
original,0.18156814575195312,0.9632975260416666,2005.0
original,0.18158721923828125,0.9632975260416666,2004.9375
original,0.1815948486328125,0.9632975260416666,2004.90625
original,0.18163299560546875,0.9633026123046875,2004.875
original,0.18164825439453125,0.9633026123046875,2004.8125
original,0.1816558837890625,0.9633026123046875,2004.78125
original,0.18172454833984375,0.9633026123046875,2004.75
original,0.181732177734375,0.9633127848307291,2004.6875
original,0.18178939819335938,0.96331787109375,2004.625
original,0.18184661865234375,0.96331787109375,2004.5
original,0.18186569213867188,0.96331787109375,2004.4375
original,0.1818695068359375,0.96331787109375,2004.390625
original,0.18192291259765625,0.9633280436197916,2004.375
original,0.18192672729492188,0.9633280436197916,2004.359375
original,0.18193435668945312,0.9633331298828125,2004.3125
original,0.18199920654296875,0.9633585611979166,2004.25
original,0.18200302124023438,0.9633585611979166,2004.21875
original,0.18201065063476562,0.9633585611979166,2004.1875
original,0.18206024169921875,0.9633687337239584,2004.125
original,0.18206787109375,0.9633738199869791,2004.0625
original,0.18215179443359375,0.96337890625,2004.0
original,0.182159423828125,0.96337890625,2003.9375
original,0.18216323852539062,0.96337890625,2003.90625
original,0.182220458984375,0.9633890787760416,2003.875
original,0.182220458984375,0.9633941650390625,2003.84375
original,0.18224716186523438,0.9633992513020834,2003.8125
original,0.1822509765625,0.9633992513020834,2003.78125
original,0.182281494140625,0.9633992513020834,2003.75
original,0.18230056762695312,0.9634043375651041,2003.6875
original,0.18236160278320312,0.963409423828125,2003.625
original,0.18240737915039062,0.963409423828125,2003.5
original,0.18241500854492188,0.963409423828125,2003.4375
original,0.18246078491210938,0.963409423828125,2003.375
original,0.18246841430664062,0.963409423828125,2003.3125
original,0.1825103759765625,0.9634195963541666,2003.25
original,0.1825103759765625,0.9634246826171875,2003.21875
original,0.18252182006835938,0.9634246826171875,2003.1875
original,0.182525634765625,0.9634246826171875,2003.171875
original,0.18256759643554688,0.9634501139322916,2003.125
original,0.182586669921875,0.9634501139322916,2003.0625
